cause,classe,arrondissement,item,nom_doc,url,adresse,code_postal,erreurs,nom_txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,17 boulevard Christophe Moncada,17 boulevard Christophe Moncada,http://logement-urbanisme.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/17-BD-CHRISTOPHE-MONCADA-13015_2018_03328.pdf,17 boulevard Christophe Moncada,13015.0,True,17-BD-CHRISTOPHE-MONCADA-13015_2018_03328.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,193 boulevard Simon Bolivard - Arrêté modificatif du 11/01/2019,193 boulevard Simon Bolivard,http://logement-urbanisme.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/193-BD-SIMON-BOLIVARD-13015_2018_03401.pdf,193 boulevard Simon Bolivard,13015.0,True,193-BD-SIMON-BOLIVARD-13015_2018_03401.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,160 avenue de Saint-Louis,160 avenue de Saint-Louis,http://logement-urbanisme.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/160-avenue-de-saint-louis-13015_2018-12-24-pi-2018-03471.pdf,160 avenue de Saint-Louis,13015.0,True,160-avenue-de-saint-louis-13015_2018-12-24-pi-2018-03471.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,35 Boulevard Jean-Barbieri : Arrêté de péril du 26/12/2018 - Arrêté modificatif du 19/09/2019,Arrêté de péril du 26/12/2018,http://logement-urbanisme.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/35-boulevard-jean-barbieri-13015_2018-12-26_pi_2018-03485.pdf,35 Boulevard Jean-Barbieri,13015.0,True,35-boulevard-jean-barbieri-13015_2018-12-26_pi_2018-03485.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,173 rue de Lyon,173 rue de Lyon,http://logement-urbanisme.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/173-rue-de-lyon-13015_arrete_pi-2018-03494.pdf,173 rue de Lyon,13015.0,True,173-rue-de-lyon-13015_arrete_pi-2018-03494.txt
Problème date,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,15 rue Abram : Arrêté de péril du 27/12/2018 - Main levée du 28/01/2019,Arrêté de péril du 27/12/2018,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/15-rue-abram-13015_arrete-pi_2018-03496.pdf,15 rue Abram,13015.0,True,15-rue-abram-13015_arrete-pi_2018-03496.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,1 rue Edgar Quinet,1 rue Edgar Quinet,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/1-rue-edgar-quinet-13015_2019_00098.pdf,1 rue Edgar Quinet,13015.0,True,1-rue-edgar-quinet-13015_2019_00098.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,13 rue Joseph Bodo,13 rue Joseph Bodo,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/13-AVENUE-JOSEPH-BODO-13015_2019_00179.pdf,13 rue Joseph Bodo,13015.0,True,13-AVENUE-JOSEPH-BODO-13015_2019_00179.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,32 avenue Félix Zoccola / 1-3-5 rue Edgar Quinet,32 avenue Félix Zoccola / 1-3-5 rue Edgar Quinet,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/32-RUE-FELIX-ZOCCOLA-1-3-5-RUE-EDGAR-QUINET_2019_00251.pdf,32 avenue Félix Zoccola / 1-3-5 rue Edgar Quinet,13015.0,True,32-RUE-FELIX-ZOCCOLA-1-3-5-RUE-EDGAR-QUINET_2019_00251.txt
Problème pathologies,"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle de la ville de Marseille",15ème arrondissement,315 rue de Lyon : Arrêté de péril simple du 17/01/2020,Arrêté de péril simple du 17/01/2020,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ps_315-rue-de-lyon-13015_2020_00080_vdm.pdf,315 rue de Lyon,13015.0,True,ps_315-rue-de-lyon-13015_2020_00080_vdm.txt
Problème date,Arrêtés d'interdiction d'occuper,3ème arrondissement,65 rue Loubon - 13003,65 rue Loubon - 13003,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_65-rue-loubon-13003_2019_03968_vdm.pdf,65 rue Loubon,13003.0,True,ppm_65-rue-loubon-13003_2019_03968_vdm.txt
Problème adresse,Arrêtés de police générale,,Arrêté portant mise en place d'un périmètre de sécurité sur la rue d'Aubagne et la rue Jean Roque,Arrêté portant mise en place d'un périmètre de sécurité sur la rue d'Aubagne et la rue Jean Roque,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/arrete_mise_en_place_perimetre_de_securite.pdf,,,True,arrete_mise_en_place_perimetre_de_securite.txt
Problème date,Arrêtés de police générale,,Arrêté portant sur la modification du périmètre de sécurité sur la rue d'Aubagne,Arrêté portant sur la modification du périmètre de sécurité sur la rue d'Aubagne,http://marseille.fr/sites/default/files/contenu/logement/Arretes-peril/Arrete_modificatif_perimetre_AUBAGNE_5-12-2018.pdf,,,True,Arrete_modificatif_perimetre_AUBAGNE_5-12-2018.txt
